 temp:	  etot:	  ekin:	  epot:
   1622.942    	  -927.5399    	   38.54558    	  -966.0854    	   69.65708    
   1622.166    	  -927.8109    	   38.52761    	  -966.3384    	   69.60117    
   1612.292    	  -926.9867    	   38.29263    	  -965.2793    	   69.67064    
   1607.674    	  -927.8988    	   38.18295    	  -966.0818    	   69.69833    
   1602.600    	  -928.2466    	   38.06244    	  -966.3091    	   69.69810    
   1600.757    	  -930.3496    	   38.01915    	  -968.3688    	   69.51687    
   1593.838    	  -930.7662    	   37.85433    	  -968.6205    	   69.58624    
   1590.597    	  -928.6914    	   37.77783    	  -966.4692    	   69.66975    
   1586.315    	  -930.8002    	   37.67615    	  -968.4763    	   69.43311    
   1580.341    	  -931.2709    	   37.53426    	  -968.8052    	   69.47463    
   1574.569    	  -931.0259    	   37.39670    	  -968.4225    	   69.59969    
   1566.754    	  -931.4612    	   37.21108    	  -968.6722    	   69.54383    
   1564.254    	  -932.1046    	   37.15170    	  -969.2563    	   69.52969    
   1558.598    	  -931.8304    	   37.01736    	  -968.8478    	   69.57118    
   1553.070    	  -933.1008    	   36.88607    	  -969.9869    	   69.54318    
   1550.349    	  -933.5159    	   36.82191    	  -970.3378    	   69.54285    
   1546.065    	  -932.9749    	   36.72017    	  -969.6950    	   69.69584    
   1538.009    	  -930.9739    	   36.52836    	  -967.5023    	   69.64000    
   1535.050    	  -931.9969    	   36.45856    	  -968.4555    	   69.65370    
   1529.027    	  -935.2574    	   36.31504    	  -971.5725    	   69.61172    
   1529.884    	  -934.4732    	   36.33586    	  -970.8091    	   69.66718    
   1518.928    	  -935.1125    	   36.07517    	  -971.1877    	   69.68089    
   1515.164    	  -935.5287    	   35.98625    	  -971.5150    	   69.59718    
   1509.563    	  -936.9703    	   35.85277    	  -972.8231    	   69.65269    
   1504.135    	  -937.3421    	   35.72383    	  -973.0659    	   69.52724    
   1502.806    	  -936.9136    	   35.69275    	  -972.6064    	   69.56881    
   1493.832    	  -938.4629    	   35.47913    	  -973.9420    	   69.48506    
   1489.630    	  -938.9590    	   35.37932    	  -974.3383    	   69.56841    
   1485.204    	  -938.9213    	   35.27469    	  -974.1960    	   69.66573    
   1483.846    	  -939.5696    	   35.24243    	  -974.8120    	   69.56813    
   1476.519    	  -939.3785    	   35.06842    	  -974.4469    	   69.56796    
   1472.123    	  -940.7448    	   34.96402    	  -975.7088    	   69.51219    
   1462.937    	  -941.6083    	   34.74537    	  -976.3536    	   69.42865    
   1459.554    	  -940.6200    	   34.66500    	  -975.2850    	   69.51188    
   1457.143    	  -942.5233    	   34.60822    	  -977.1315    	   69.49781    
   1451.427    	  -944.0277    	   34.47247    	  -978.5002    	   69.48382    
   1443.268    	  -941.8633    	   34.27820    	  -976.1415    	   69.53926    
   1442.083    	  -943.5898    	   34.25054    	  -977.8404    	   69.51125    
   1436.100    	  -943.4941    	   34.10844    	  -977.6025    	   69.41389    
   1429.606    	  -943.6201    	   33.95372    	  -977.5739    	   69.45538    
   1427.593    	  -945.5051    	   33.90640    	  -979.4116    	   69.44125    
   1418.942    	  -945.8257    	   33.70045    	  -979.5262    	   69.45493    
   1416.028    	  -945.8162    	   33.63171    	  -979.4479    	   69.37138    
   1415.370    	  -945.6518    	   33.61609    	  -979.2679    	   69.38493    
   1402.845    	  -945.7111    	   33.31815    	  -979.0292    	   69.37085    
   1403.920    	  -946.0101    	   33.34416    	  -979.3543    	   69.38448    
   1395.625    	  -946.0989    	   33.14713    	  -979.2460    	   69.31506    
   1391.455    	  -947.3083    	   33.04810    	  -980.3564    	   69.27333    
   1381.603    	  -947.5585    	   32.81362    	  -980.3721    	   69.27315    
   1380.145    	  -947.3513    	   32.77949    	  -980.1307    	   69.39777    
   1373.946    	  -949.3279    	   32.63177    	  -981.9597    	   69.38366    
   1373.629    	  -947.9229    	   32.62471    	  -980.5475    	   69.43903    
   1365.795    	  -948.9769    	   32.43866    	  -981.4155    	   69.28625    
   1360.201    	  -950.8561    	   32.30579    	  -983.1619    	   69.27223    
   1357.307    	  -951.4177    	   32.23708    	  -983.6547    	   69.27213    
   1350.742    	  -949.9697    	   32.08115    	  -982.0508    	   69.27205    
   1345.814    	  -951.0789    	   31.96410    	  -983.0430    	   69.29943    
   1336.567    	  -951.7504    	   31.74401    	  -983.4944    	   69.31321    
   1335.473    	  -952.1783    	   31.71850    	  -983.8969    	   69.22992    
   1333.021    	  -952.1534    	   31.66026    	  -983.8137    	   69.27123    
   1325.225    	  -952.4735    	   31.47509    	  -983.9486    	   69.35419    
   1320.604    	  -952.9329    	   31.36535    	  -984.2983    	   69.27079    
   1312.821    	  -954.1603    	   31.18002    	  -985.3403    	   69.27063    
   1309.608    	  -953.5727    	   31.10370    	  -984.6764    	   69.38145    
   1304.558    	  -954.4901    	   30.98377    	  -985.4738    	   69.32583    
   1302.235    	  -956.0540    	   30.92907    	  -986.9830    	   69.21478    
   1295.066    	  -955.2357    	   30.75880    	  -985.9944    	   69.35329    
   1288.752    	  -955.7831    	   30.60837    	  -986.3915    	   69.28388    
   1283.557    	  -956.8240    	   30.48499    	  -987.3090    	   69.31145    
   1279.149    	  -956.5726    	   30.38029    	  -986.9529    	   69.22806    
   1276.613    	  -957.7972    	   30.32053    	  -988.1177    	   69.25560    
   1271.690    	  -957.1616    	   30.20361    	  -987.3652    	   69.28304    
   1265.766    	  -958.2209    	   30.06292    	  -988.2839    	   69.26897    
   1260.210    	  -958.1646    	   29.93095    	  -988.0956    	   69.28278    
   1251.961    	  -959.6136    	   29.73457    	  -989.3482    	   69.22726    
   1252.438    	  -959.4485    	   29.74635    	  -989.1949    	   69.21317    
   1245.917    	  -958.2552    	   29.59150    	  -987.8467    	   69.28224    
   1239.572    	  -959.0682    	   29.44030    	  -988.5085    	   69.22669    
   1233.540    	  -959.7070    	   29.29705    	  -989.0040    	   69.25423    
   1231.534    	  -959.8920    	   29.24988    	  -989.1419    	   69.21255    
   1221.017    	  -959.2274    	   28.99963    	  -988.2270    	   69.21249    
   1218.495    	  -960.6012    	   28.93973    	  -989.5409    	   69.21230    
   1216.533    	  -961.7472    	   28.89360    	  -990.6408    	   69.18446    
   1206.020    	  -961.5083    	   28.64343    	  -990.1517    	   69.22582    
   1205.322    	  -962.1254    	   28.62733    	  -990.7527    	   69.18418    
   1200.500    	  -963.8461    	   28.51281    	  -992.3589    	   69.18407    
   1195.893    	  -962.1345    	   28.40339    	  -990.5378    	   69.23921    
   1192.941    	  -963.0434    	   28.33327    	  -991.3766    	   69.21129    
   1185.517    	  -963.8076    	   28.15696    	  -991.9645    	   69.19725    
   1181.466    	  -963.5215    	   28.06073    	  -991.5822    	   69.19709    
   1176.021    	  -964.0766    	   27.93142    	  -992.0080    	   69.25233    
   1169.387    	  -956.3781    	   27.77339    	  -984.1515    	   69.68290    
   1163.574    	  -957.8740    	   27.63531    	  -985.5093    	   69.44614    
   1161.159    	  -960.3214    	   27.57843    	  -987.8998    	   69.41818    
   1153.874    	  -960.7505    	   27.40493    	  -988.1555    	   69.48753    
   1149.047    	  -962.2001    	   27.29029    	  -989.4904    	   69.39023    
   1144.171    	  -963.1594    	   27.17447    	  -990.3339    	   69.37611    
   1141.449    	  -963.7110    	   27.11031    	  -990.8213    	   69.37594    
   1134.426    	  -964.5884    	   26.94303    	  -991.5314    	   69.40338    
   1131.187    	  -965.7336    	   26.86658    	  -992.6002    	   69.36147    
   1127.398    	  -966.5984    	   26.77659    	  -993.3750    	   69.34741    
   1122.097    	  -965.5828    	   26.65070    	  -992.2335    	   69.30572    
   1117.900    	  -966.8285    	   26.55101    	  -993.3795    	   69.31941    
   1109.418    	  -967.7466    	   26.34907    	  -994.0957    	   69.34709    
   1106.482    	  -967.3669    	   26.27983    	  -993.6467    	   69.30530    
   1104.344    	  -968.1278    	   26.22905    	  -994.3569    	   69.36063    
   1094.580    	  -968.1315    	   25.99667    	  -994.1281    	   69.31894    
   1090.695    	  -969.0726    	   25.90488    	  -994.9775    	   69.37433    
   1087.639    	  -969.9248    	   25.83229    	  -995.7571    	   69.31871    
   1078.924    	  -969.9712    	   25.62482    	  -995.5960    	   69.31857    
   1072.274    	  -969.5744    	   25.46690    	  -995.0413    	   69.41556    
   1072.215    	  -970.6505    	   25.46597    	  -996.1164    	   69.33207    
   1067.996    	  -971.4174    	   25.36575    	  -996.7831    	   69.35968    
   1055.885    	  -971.2590    	   25.07764    	  -996.3367    	   69.40123    
   1057.599    	  -970.8889    	   25.11883    	  -996.0078    	   69.37328    
   1049.524    	  -971.2535    	   24.92657    	  -996.1801    	   69.35931    
   1045.104    	  -972.7943    	   24.82206    	  -997.6163    	   69.35913    
   1038.733    	  -972.1455    	   24.67027    	  -996.8158    	   69.33111    
   1038.564    	  -973.6959    	   24.66673    	  -998.3626    	   69.34485    
   1030.080    	  -968.1613    	   24.46523    	  -992.6265    	   69.51128    
   1024.299    	  -971.5624    	   24.32747    	  -995.8898    	   69.30291    
   1020.858    	  -972.4684    	   24.24621    	  -996.7146    	   69.26106    
   1015.036    	  -973.2525    	   24.10793    	  -997.3604    	   69.23322    
   1009.867    	  -973.2554    	   23.98470    	  -997.2401    	   69.26072    
   1002.645    	  -974.4398    	   23.81316    	  -998.2529    	   69.19134    
   1000.865    	  -974.2383    	   23.77137    	  -998.0096    	   69.24651    
   994.2034    	  -975.7211    	   23.61267    	  -999.3338    	   69.20472    
   988.6064    	  -975.4182    	   23.47973    	  -998.8979    	   69.13541    
   987.2322    	  -976.1165    	   23.44757    	  -999.5641    	   69.13531    
   981.2703    	  -975.7221    	   23.30597    	  -999.0281    	   69.17655    
   975.3265    	  -976.6296    	   23.16481    	  -999.7944    	   69.17641    
   972.9969    	  -977.4412    	   23.10948    	  -1000.551    	   69.13468    
   966.3084    	  -977.1234    	   22.95062    	  -1000.074    	   69.12074    
   958.6622    	  -976.8842    	   22.76854    	  -999.6527    	   69.17590    
   955.2183    	  -977.5764    	   22.68723    	  -1000.264    	   69.21726    
   947.8724    	  -977.4937    	   22.51228    	  -1000.006    	   69.23078    
   944.5349    	  -978.5183    	   22.43301    	  -1000.951    	   69.17520    
   939.5226    	  -979.3934    	   22.31397    	  -1001.707    	   69.18900    
   935.7035    	  -979.6276    	   22.22374    	  -1001.851    	   69.17503    
   929.9352    	  -979.9965    	   22.08626    	  -1002.083    	   69.20258    
   925.3851    	  -975.3938    	   21.97867    	  -997.3725    	   69.34088    
   921.0432    	  -976.4656    	   21.87555    	  -998.3411    	   69.27135    
   914.8253    	  -978.6425    	   21.72739    	  -1000.370    	   69.27121    
   908.8835    	  -978.5148    	   21.58627    	  -1000.101    	   69.27108    
   904.0654    	  -979.4684    	   21.47184    	  -1000.940    	   69.28471    
   896.7407    	  -980.0109    	   21.29787    	  -1001.309    	   69.27060    
   895.3506    	  -980.4260    	   21.26533    	  -1001.691    	   69.29806    
   889.8223    	  -980.7720    	   21.13355    	  -1001.906    	   69.28404    
   884.2844    	  -981.6863    	   21.00203    	  -1002.688    	   69.27000    
   881.2844    	  -982.4164    	   20.93125    	  -1003.348    	   69.24209    
   873.5132    	  -982.2948    	   20.74621    	  -1003.041    	   69.24197    
   873.4775    	  -981.7928    	   20.74583    	  -1002.539    	   69.24181    
   863.3950    	  -982.3623    	   20.50589    	  -1002.868    	   69.22788    
   861.0809    	  -982.5476    	   20.45141    	  -1002.999    	   69.22770    
   853.8979    	  -980.6566    	   20.28033    	  -1000.937    	   69.29672    
   850.4827    	  -981.7093    	   20.19969    	  -1001.909    	   69.32427    
   841.8926    	  -982.7451    	   19.99520    	  -1002.740    	   69.28251    
   842.5866    	  -983.4857    	   20.01216    	  -1003.498    	   69.25468    
   834.3059    	  -984.7817    	   19.81501    	  -1004.597    	   69.19903    
   828.4978    	  -984.8801    	   19.67706    	  -1004.557    	   69.21252    
   824.0374    	  -985.0118    	   19.57113    	  -1004.583    	   69.24016    
   819.5073    	  -985.2093    	   19.46353    	  -1004.673    	   69.26773    
   814.4210    	  -985.9592    	   19.34273    	  -1005.302    	   69.25375    
   810.7813    	  -986.2768    	   19.25676    	  -1005.534    	   69.19817    
   805.2612    	  -1001.440    	   19.12565    	  -1020.565    	   69.05977    
   800.4988    	  -1001.734    	   19.01255    	  -1020.747    	   69.07323    
   795.8123    	  -1001.945    	   18.90124    	  -1020.847    	   69.04522    
   790.5525    	  -1001.820    	   18.77632    	  -1020.596    	   69.08611    
   785.0654    	  -994.7972    	   18.64600    	  -1013.443    	   69.12746    
   779.7805    	  -995.5037    	   18.52000    	  -1014.024    	   69.12727    
   773.0134    	  -1005.760    	   18.35928    	  -1024.119    	   69.01663    
   768.0352    	  -984.7988    	   18.24104    	  -1003.040    	   69.32088    
   766.0401    	  -986.4183    	   18.19413    	  -1004.612    	   69.29306    
   761.3981    	  -987.4529    	   18.08388    	  -1005.537    	   69.25140    
   753.4458    	  -988.3965    	   17.89454    	  -1006.291    	   69.26503    
   748.7845    	  -989.3947    	   17.78383    	  -1007.179    	   69.25100    
   745.6633    	  -986.7600    	   17.71017    	  -1004.470    	   69.30618    
   739.3426    	  -988.8985    	   17.55958    	  -1006.458    	   69.27827    
   734.7735    	  -987.2708    	   17.45106    	  -1004.722    	   69.36135    
   730.6157    	  -989.1881    	   17.35278    	  -1006.541    	   69.23640    
   724.3900    	  -989.4983    	   17.20444    	  -1006.703    	   69.23635    
   721.9815    	  -990.4251    	   17.14772    	  -1007.573    	   69.22244    
   715.0802    	  -991.4142    	   16.98381    	  -1008.398    	   69.27766    
   710.1448    	  -990.7893    	   16.86659    	  -1007.656    	   69.31915    
   703.4031    	  -991.8932    	   16.70599    	  -1008.599    	   69.27750    
   695.8837    	  -998.5305    	   16.52740    	  -1015.058    	   69.22202    
   695.3085    	  -991.4765    	   16.51422    	  -1007.991    	   69.26340    
   690.6516    	  -992.1566    	   16.40361    	  -1008.560    	   69.26326    
   682.0229    	  -993.0069    	   16.19820    	  -1009.205    	   69.30466    
   678.7906    	  -993.1368    	   16.12143    	  -1009.258    	   69.30455    
   674.3720    	  -993.0728    	   16.01649    	  -1009.089    	   69.31818    
   668.9948    	  -994.4272    	   15.88878    	  -1010.316    	   69.23488    
   664.5687    	  -993.9902    	   15.78365    	  -1009.774    	   69.30404    
   658.6876    	  -994.5320    	   15.64397    	  -1010.176    	   69.30379    
   656.5713    	  -994.6134    	   15.59418    	  -1010.208    	   69.26215    
   648.2009    	  -995.3248    	   15.39491    	  -1010.720    	   69.27586    
   646.0070    	  -996.0863    	   15.34328    	  -1011.430    	   69.23422    
   640.9570    	  -1003.359    	   15.22334    	  -1018.582    	   69.15092    
   635.4092    	  -995.1166    	   15.09157    	  -1010.208    	   69.30293    
   629.3765    	  -996.4579    	   14.94782    	  -1011.406    	   69.28883    
   625.1677    	  -996.5964    	   14.84833    	  -1011.445    	   69.26103    
   618.6334    	  -997.1516    	   14.69266    	  -1011.844    	   69.27486    
   614.9901    	  -997.0187    	   14.60661    	  -1011.625    	   69.30239    
   610.5532    	  -997.7523    	   14.50123    	  -1012.253    	   69.26057    
   604.7072    	  -997.9575    	   14.36191    	  -1012.319    	   69.26033    
   601.2443    	  -998.7910    	   14.28014    	  -1013.071    	   69.32957    
   594.4796    	  -998.8466    	   14.11900    	  -1012.966    	   69.30173    
   590.0800    	  -998.6672    	   14.01498    	  -1012.682    	   69.25993    
   585.6331    	  -999.4041    	   13.90936    	  -1013.313    	   69.28758    
   580.3736    	  -999.9487    	   13.78445    	  -1013.733    	   69.30135    
   575.2991    	  -999.7731    	   13.66392    	  -1013.437    	   69.27335    
   571.0059    	  -1000.187    	   13.56196    	  -1013.749    	   69.28703    
   564.7529    	  -1000.758    	   13.41297    	  -1014.171    	   69.30047    
   558.6726    	  -1000.454    	   13.26856    	  -1013.723    	   69.28643    
   555.4578    	  -1001.463    	   13.19268    	  -1014.656    	   69.25864    
   549.1331    	  -1001.835    	   13.04199    	  -1014.877    	   69.25863    
   547.1162    	  -1002.036    	   12.99456    	  -1015.031    	   69.25857    
   538.7386    	  -1002.641    	   12.79512    	  -1015.437    	   69.23055    
   535.2467    	  -1002.831    	   12.71266    	  -1015.543    	   69.20267    
   527.4690    	  -1003.193    	   12.52746    	  -1015.721    	   69.18853    
   525.0949    	  -1003.533    	   12.47155    	  -1016.004    	   69.21594    
   519.1756    	  -1003.414    	   12.33048    	  -1015.745    	   69.27087    
   515.6179    	  -1003.509    	   12.24646    	  -1015.755    	   69.27071    
   508.3081    	  -1003.448    	   12.07237    	  -1015.520    	   69.29816    
   505.5885    	  -1004.445    	   12.00826    	  -1016.453    	   69.27034    
   500.8216    	  -1004.750    	   11.89504    	  -1016.645    	   69.25644    
   495.8280    	  -1005.484    	   11.77644    	  -1017.261    	   69.22873    
   490.4753    	  -1005.654    	   11.64931    	  -1017.303    	   69.27026    
   484.9238    	  -1006.274    	   11.51698    	  -1017.791    	   69.24255    
   480.5183    	  -1006.318    	   11.41282    	  -1017.731    	   69.25639    
   475.5307    	  -1006.513    	   11.29437    	  -1017.807    	   69.24248    
   469.8469    	  -1007.079    	   11.15890    	  -1018.238    	   69.22845    
   465.3558    	  -1007.192    	   11.05271    	  -1018.245    	   69.24213    
   459.4060    	  -1007.781    	   10.91092    	  -1018.692    	   69.25591    
   456.5943    	  -1005.640    	   10.84462    	  -1016.485    	   69.26966    
   450.0472    	  -1007.861    	   10.68912    	  -1018.551    	   69.22784    
   445.7920    	  -1008.037    	   10.58805    	  -1018.625    	   69.22752    
   440.0149    	  -1008.859    	   10.45084    	  -1019.309    	   69.22725    
   435.6453    	  -1009.209    	   10.34706    	  -1019.557    	   69.22699    
   429.6411    	  -1009.275    	   10.20399    	  -1019.479    	   69.26845    
   425.5258    	  -1008.962    	   10.10672    	  -1019.069    	   69.25455    
   419.0103    	  -1009.606    	   9.951500    	  -1019.557    	   69.29607    
   414.1065    	  -1009.826    	   9.835032    	  -1019.661    	   69.28197    
   409.2091    	  -1010.356    	   9.718715    	  -1020.075    	   69.29577    
   405.8049    	  -1010.493    	   9.638339    	  -1020.131    	   69.26806    
   400.2056    	  -1011.096    	   9.505351    	  -1020.602    	   69.28188    
   395.5596    	  -1011.265    	   9.395008    	  -1020.660    	   69.24027    
   388.9265    	  -1011.458    	   9.236991    	  -1020.695    	   69.26798    
   384.8936    	  -1011.851    	   9.141209    	  -1020.992    	   69.25409    
   380.0984    	  -1011.767    	   9.027794    	  -1020.795    	   69.26784    
   374.9902    	  -1012.589    	   8.905995    	  -1021.495    	   69.21226    
   370.4164    	  -1012.739    	   8.797840    	  -1021.537    	   69.25378    
   364.2519    	  -1012.549    	   8.650955    	  -1021.200    	   69.23981    
   359.9464    	  -1012.780    	   8.548697    	  -1021.328    	   69.25359    
   355.3106    	  -1013.433    	   8.439071    	  -1021.872    	   69.23959    
   350.3287    	  -1013.609    	   8.320747    	  -1021.930    	   69.22569    
   345.1612    	  -1013.967    	   8.198016    	  -1022.165    	   69.22557    
   339.6165    	  -1014.344    	   8.065851    	  -1022.410    	   69.23925    
   334.8864    	  -1014.634    	   7.953507    	  -1022.587    	   69.22510    
   330.7803    	  -1015.390    	   7.856460    	  -1023.246    	   69.22472    
   324.5297    	  -1015.431    	   7.707531    	  -1023.138    	   69.19682    
   319.4485    	  -1015.781    	   7.586849    	  -1023.368    	   69.19669    
   314.1335    	  -1015.661    	   7.460615    	  -1023.122    	   69.22411    
   311.7227    	  -1015.536    	   7.403832    	  -1022.940    	   69.19601    
   305.3777    	  -1015.882    	   7.253134    	  -1023.135    	   69.22330    
