   69.27060    	   69.27060    	   69.27060    
        5000
           1    47.75230        62.26023        46.90404    	           1
           2    52.90711        66.54115        59.01520    	           1
           3    61.01361        26.32901        23.71504    	           1
           4    46.23084        13.30702        10.93568    	           1
           5    64.63978        56.15920        11.95897    	           1
           6    32.02705        7.810053        51.28911    	           1
           7    55.74900        14.86936        21.86370    	           1
           8    12.03362        20.02024        47.47856    	           1
           9    7.872047        15.67398        63.81234    	           1
          10    66.51588        11.66284        20.37723    	           1
          11    6.547178        63.44038        65.88293    	           1
          12    35.62123        4.893498        61.69155    	           1
          13    23.33033        5.446190        21.35754    	           1
          14    49.36557        7.925644        29.24886    	           1
          15    55.68332        39.04906        45.72622    	           1
          16    64.07350        61.13174        7.535439    	           1
          17    67.87910        9.588670        14.70678    	           1
          18    25.81490        14.98950        50.81252    	           1
          19    68.05735        4.288467        15.05307    	           1
          20    62.72013        45.19440        51.06843    	           1
          21    39.51634        22.54289        15.30222    	           1
          22    30.86525        49.41909        24.46081    	           1
          23    40.60521        53.61172        49.87696    	           1
          24   0.4028677        47.97434        37.44823    	           1
          25    66.59270        48.97706        28.22004    	           1
          26    47.84289        3.544126        31.59630    	           1
          27    15.92567        1.048982        63.69714    	           1
          28    5.666977        65.11780        16.41687    	           1
          29    41.86124        18.30114        65.45855    	           1
          30    46.32529        15.68631        23.53169    	           1
          31    12.69366        49.43307        30.27410    	           1
          32    54.84492        1.580422        54.76531    	           1
          33    22.43067        2.777504        68.67841    	           1
          34    38.97868        54.09660        67.18896    	           1
          35   0.3999486        17.79659       0.7383432    	           1
          36    3.599903        64.15128        10.08787    	           1
          37    45.24269        63.85677        4.436478    	           1
          38    53.78131        62.55526        67.80982    	           1
          39    55.53605        49.30090        7.681899    	           1
          40    61.15933        39.57863        38.69351    	           1
          41    17.47407        58.56661        48.11356    	           1
          42    12.72152        61.08215        23.12114    	           1
          43    48.44440        23.78940        11.50775    	           1
          44    26.73219        61.83654        67.53928    	           1
          45    8.376318        6.770065        34.02355    	           1
          46    28.64459        9.027544        33.77608    	           1
          47    20.38692        9.074818        57.94336    	           1
          48    9.933737        57.38499        20.15410    	           1
          49    30.09294        30.05048        8.400439    	           1
          50    65.32455        16.36965        46.64385    	           1
          51    23.28867        57.43805        61.30164    	           1
          52    52.08605        42.91034        42.53784    	           1
          53    36.88798        63.76546        50.27824    	           1
          54    25.12176        14.19554        57.16881    	           1
          55    17.92337        19.74008        52.55388    	           1
          56    10.90773        24.05431        25.47914    	           1
          57    67.15534        19.83961        15.64320    	           1
          58    24.25423        26.67841        50.70307    	           1
          59    62.08641        21.33767        27.39631    	           1
          60    51.31403        25.01270        32.21149    	           1
          61    26.88806        61.78184        20.30744    	           1
          62    8.729072        9.997914        60.17257    	           1
          63    49.51918        40.19417        1.176656    	           1
          64    23.14134        34.85160        12.29532    	           1
          65    42.86304        54.21844        39.44949    	           1
          66    64.76584        22.56564        47.92492    	           1
          67    9.032778        12.38499        1.602824    	           1
          68    65.26599        20.02437        43.24292    	           1
          69    62.69103        64.43156        12.95693    	           1
          70    19.97007        67.32785        45.94521    	           1
          71    51.39979        3.151183        67.18199    	           1
          72    34.01830        35.65026        18.52426    	           1
          73    32.76252        60.41903        52.69376    	           1
          74    35.32903        47.19775        28.08093    	           1
          75    23.74008        23.27181        53.88966    	           1
          76    19.37503        25.26972        65.36594    	           1
          77    12.43988        41.75494        7.052805    	           1
          78    44.85460        52.70531        45.72419    	           1
          79    42.58522        39.80363        18.29551    	           1
          80    10.98793        11.92723        45.79890    	           1
          81    50.24509        36.29008        30.38174    	           1
          82    41.70734        34.97426        10.88672    	           1
          83    21.87611        47.19567        19.50781    	           1
          84    2.368139        32.07525        24.84902    	           1
          85    68.46725        7.495341       0.2326344    	           1
          86    9.671549        39.46875        41.87163    	           1
          87    38.42687        12.88861        45.69350    	           1
          88    21.82317        12.42064        26.14392    	           1
          89    32.51872        55.28262        55.26314    	           1
          90    36.24642        39.91606        15.54885    	           1
          91    37.32011        5.025997        51.60916    	           1
          92    24.64201        11.59995        21.29440    	           1
          93    62.51961        4.498041        59.82700    	           1
          94    29.01917        44.34558        2.134951    	           1
          95    50.50811        28.14248        61.97314    	           1
          96    60.43385        33.53928        37.78918    	           1
          97    41.38878        48.85259        13.78776    	           1
          98    16.92095        62.20147        20.42925    	           1
          99    33.23232        22.59354        41.46845    	           1
         100    63.10681        11.03689        51.60143    	           1
         101    58.38359        24.32600        46.89618    	           1
         102    40.91294        58.85591        63.70666    	           1
         103    40.75927        41.42776        14.13222    	           1
         104    36.82818        15.38492        29.02276    	           1
         105    41.06068        41.06693        43.19869    	           1
         106    23.15289        66.99702        32.39314    	           1
         107    9.681889        4.183008        1.356090    	           1
         108    39.45893        54.35530        7.205816    	           1
         109    24.25495        24.94723        40.13416    	           1
         110    28.49578        36.66354        16.79925    	           1
         111    24.19118        34.90297        64.46192    	           1
         112    53.07341        53.09127        9.026379    	           1
         113    65.63006        31.68154        7.929844    	           1
         114    8.737358        47.96334        68.40978    	           1
         115    16.51853        19.06653        13.07940    	           1
         116    45.69677        58.22684        41.48325    	           1
         117    68.62221        48.24913        16.76407    	           1
         118    12.81987        19.80316        27.18091    	           1
         119    39.81633        66.21243        43.32405    	           1
         120    63.43710        8.580718        56.60947    	           1
         121   0.3364839        33.13882        39.58041    	           1
         122    66.83141        61.30729        14.53903    	           1
         123    38.17594        69.10683        58.40256    	           1
         124    61.37489        19.97744        15.25440    	           1
         125    47.37926        13.67879        48.52417    	           1
         126    20.85138        51.92433        28.14420    	           1
         127    23.11430        22.57750        68.04795    	           1
         128    34.31607        49.93893        57.15604    	           1
         129    37.36378        64.06064        23.13845    	           1
         130    21.98469        42.17391        20.85137    	           1
         131    25.05346        19.92825        32.07582    	           1
