     76.66598    	   76.66598    	   76.66598    
        5000
           1    22.97069        43.14400        43.53340    	           1
           2    39.75805        70.13099        63.19711    	           1
           3    75.66386        55.47106        4.250602    	           1
           4    1.697207        37.40953        14.44508    	           1
           5    48.41319        57.39594        54.30012    	           1
           6    28.66369        6.704607        16.23062    	           1
           7    63.15129       0.2357055        3.099665    	           1
           8    31.03914        32.00203        17.91940    	           1
           9    72.82680        45.13545        52.65008    	           1
          10    44.10282        39.63287        46.59013    	           1
          11    74.44204        69.44473        25.79802    	           1
          12    52.41751        69.32452        39.93567    	           1
          13    27.56315        22.50253        37.82069    	           1
          14    60.97802        73.96472        75.33221    	           1
          15    10.66735        32.27505        31.48350    	           1
          16    20.54330        50.71368        12.42996    	           1
          17    22.81314        40.33936        28.68829    	           1
          18    73.19341        28.23965        60.66891    	           1
          19    34.88211        61.38063        11.88872    	           1
          20    12.93921        2.572525        44.24192    	           1
          21    59.92717        13.51941        12.54442    	           1
          22    69.37306        10.03458        36.34241    	           1
          23    62.64975        49.20632        28.84076    	           1
          24    6.883032        24.78308        59.39531    	           1
          25    29.67739        58.35413        24.24285    	           1
          26    67.80537        28.13301        51.25570    	           1
          27    53.56234        4.129985        22.74844    	           1
          28    7.225890        48.56550        62.94703    	           1
          29    4.222020        73.52419        50.78559    	           1
          30    46.28465        60.92966        19.63713    	           1
          31    40.51810        49.80341        31.64254    	           1
          32    69.35821        66.36917        41.35610    	           1
          33    13.78463        43.58059        14.75938    	           1
          34    12.21611        12.26149        18.30616    	           1
          35    16.02923        31.04848        48.84889    	           1
          36    2.490810        8.256505        57.41701    	           1
          37    58.07430        14.53439        44.15810    	           1
          38    47.65220        22.70034        4.549477    	           1
          39    16.23037        65.75571        65.18179    	           1
          40    45.30050        52.76079        39.08897    	           1
          41    48.81384        33.72937        59.53209    	           1
          42    1.782379        39.55241        73.56112    	           1
          43    48.42419        36.15770        3.750935    	           1
          44    37.14060        46.89550        5.468329    	           1
          45    13.38072        36.88086        29.55415    	           1
          46    41.51148        33.90945        12.30795    	           1
          47    54.64959        8.760816        63.63425    	           1
          48    6.802712        6.852629        11.17324    	           1
          49    69.43102        21.14181        59.86642    	           1
          50    56.16837        51.46279        46.67341    	           1
          51    53.46903        73.25986        66.91537    	           1
          52    34.30832        37.21824        46.64533    	           1
          53    32.81688        16.79447        40.55901    	           1
          54    17.42063        64.26504        5.432677    	           1
          55    11.81680        46.08817        40.81461    	           1
          56    10.25587        53.68785        37.63980    	           1
          57    30.42356        71.70955        1.352954    	           1
          58    24.91849        10.31943        30.77444    	           1
          59    63.55145        24.35503        31.08596    	           1
          60    8.244078        61.19683        64.87228    	           1
          61    12.98633        57.89256        55.92243    	           1
          62    6.412670        55.00240        62.56105    	           1
          63    69.90828        61.01946        74.51189    	           1
          64    46.58353        39.01632        73.47028    	           1
          65    54.75343        5.686410        9.002064    	           1
          66    17.05841        29.62341        23.82690    	           1
          67    74.98288        72.64753        64.51448    	           1
          68    45.34553        12.11526        44.25180    	           1
          69    14.40438        19.02690        31.03014    	           1
          70    65.44008        51.98075        70.50658    	           1
          71    44.87003        7.962438        8.748933    	           1
          72    45.16761        16.33937        66.39666    	           1
          73    66.08875        8.426199        51.97530    	           1
          74    34.59697        63.01780        18.41286    	           1
          75    75.03001        34.92616        6.218809    	           1
          76    5.535928        18.81568        33.43681    	           1
          77    22.40386        59.77684        18.15025    	           1
          78    28.47229        70.69987        50.09386    	           1
          79    13.66373        2.437732        34.61394    	           1
          80    13.36917        75.61759        62.60799    	           1
          81    64.57053        69.67603        56.54979    	           1
          82    42.19819        64.00761        69.77535    	           1
          83    21.99865        68.92165        18.12155    	           1
          84    9.647055        28.13378        3.994873    	           1
          85    16.58326        53.01117        57.95739    	           1
          86    72.10104        34.88899        76.46994    	           1
          87    42.13963        60.14170        64.63818    	           1
          88    7.487989        17.55667        43.37765    	           1
          89    49.61671        40.97029        48.64130    	           1
          90    71.14716        26.28543        4.472026    	           1
          91    66.86444        61.99778        29.42468    	           1
          92    50.51410        61.43978        23.97017    	           1
          93    54.31236        40.74226        20.50526    	           1
          94    33.73036        4.296481        13.63157    	           1
          95    41.70853        58.41545        21.89375    	           1
          96    12.83746        7.518860        55.52882    	           1
          97    14.24290        74.49755        12.64582    	           1
          98    9.120412        43.00478        18.20377    	           1
          99    62.14829        1.787460        53.94018    	           1
         100    38.15155        33.52374        55.14761    	           1
         101    15.00734        22.76866        63.77568    	           1
         102    53.39351        63.64854        66.23047    	           1
         103    66.00188        21.55102        39.60857    	           1
         104    23.69664        43.88237        16.14142    	           1
         105    38.36955        28.96549        59.17159    	           1
         106    34.60055        1.615571        62.99574    	           1
         107    64.69289        34.17653        60.63087    	           1
         108    50.24112        62.49401        56.18444    	           1
         109    58.54454        60.16265        43.53130    	           1
         110    34.92062        3.408747        7.562013    	           1
         111    48.72116        6.915983        72.27596    	           1
         112    14.37687        63.94362        56.14429    	           1
