 Distribution of h552:
 ico12:	           0	  0.0000000E+00
 ico11:	           0	  0.0000000E+00
 ico10:	           7	  2.3333333E-03
 ico9:	           2	  6.6666666E-04
 ico8:	          21	  7.0000002E-03
 ico7:	          37	  1.2333333E-02
 ico6:	          74	  2.4666667E-02
 ico5:	         154	  5.1333334E-02
 ico4:	         244	  8.1333332E-02
 ico3:	         403	  0.1343333    
 ico2:	         555	  0.1850000    
 ico1:	         762	  0.2540000    
 
 Distribution of h332:
 ico12:	           0	  0.0000000E+00
 ico11:	           0	  0.0000000E+00
 ico10:	           0	  0.0000000E+00
 ico9:	           0	  0.0000000E+00
 ico8:	           0	  0.0000000E+00
 ico7:	           0	  0.0000000E+00
 ico6:	           0	  0.0000000E+00
 ico5:	           0	  0.0000000E+00
 ico4:	           0	  0.0000000E+00
 ico3:	           0	  0.0000000E+00
 ico2:	          10	  3.3333334E-03
 ico1:	         208	  6.9333330E-02
 
 i:	h552:	h332:	neib:
        2889	           2	           0	          13
        2890	           2	           0	          12
        2891	           1	           1	          12
        2892	           3	           0	          13
        2893	           1	           1	          12
        2894	           2	           0	          14
        2895	           2	           0	          13
        2896	           1	           0	          14
        2897	           0	           0	          13
        2898	           1	           1	          13
        2899	           4	           0	          13
        2900	           1	           0	          11
        2901	           2	           0	          12
        2902	           2	           0	          13
        2903	           2	           0	          13
        2904	           0	           0	          13
        2905	           0	           0	          14
        2906	           3	           0	          13
        2907	           5	           0	          13
        2908	           2	           0	          15
        2909	           7	           0	          16
        2910	           4	           0	          14
        2911	           2	           0	          13
        2912	           0	           0	          14
        2913	           3	           0	          15
        2914	           0	           0	          13
        2915	           6	           0	          13
        2916	           1	           0	          12
        2917	           1	           0	          13
        2918	           3	           1	          12
        2919	           2	           0	          12
        2920	           2	           0	          15
        2921	           1	           0	          14
        2922	           1	           0	          12
        2923	           2	           0	          13
        2924	           1	           0	          13
        2925	           1	           0	          13
        2926	           1	           0	          11
        2927	           0	           0	          13
        2928	           1	           1	          15
        2929	           1	           0	          13
        2930	           8	           0	          15
        2931	           0	           0	          11
        2932	           2	           0	          12
        2933	           1	           1	          14
        2934	           1	           2	          12
        2935	           0	           0	          12
        2936	           4	           1	          14
        2937	           2	           0	          12
        2938	           1	           0	          13
        2939	           0	           0	          12
        2940	           6	           0	          15
        2941	           1	           0	          12
        2942	           2	           0	          11
        2943	           1	           0	          13
        2944	           1	           0	          15
        2945	           1	           1	          12
        2946	           0	           0	          13
        2947	           2	           0	          14
        2948	           2	           0	          12
        2949	           1	           0	          13
        2950	           0	           0	          12
        2951	           0	           1	          13
        2952	           1	           0	          15
        2953	           2	           0	          13
        2954	           4	           0	          14
        2955	           0	           0	          12
        2956	           2	           0	          13
        2957	           5	           0	          13
        2958	           2	           0	          14
        2959	           1	           0	          13
        2960	           0	           0	          11
        2961	           4	           0	          14
        2962	           0	           0	          12
        2963	           2	           0	          14
        2964	           4	           0	          15
        2965	           2	           0	          12
        2966	           0	           1	          13
        2967	           1	           0	          13
        2968	           6	           1	          13
        2969	           1	           0	          13
        2970	           0	           0	          12
        2971	           3	           0	          13
        2972	           0	           0	          13
        2973	           0	           0	          13
        2974	           1	           0	          13
        2975	           0	           0	          12
        2976	           3	           0	          13
        2977	           1	           0	          12
        2978	           2	           0	          16
        2979	           2	           0	          13
        2980	           3	           0	          14
        2981	           2	           0	          14
        2982	           2	           0	          12
        2983	           6	           0	          14
        2984	           1	           1	          14
        2985	           0	           0	          14
        2986	           1	           0	          14
        2987	           3	           0	          14
        2988	           0	           0	          13
        2989	           5	           0	          14
        2990	           0	           0	          14
        2991	           4	           0	          14
        2992	           1	           0	          14
        2993	           3	           1	          14
        2994	           0	           0	          13
        2995	           0	           0	          12
        2996	           3	           0	          14
        2997	           1	           0	          11
        2998	           2	           0	          15
        2999	           0	           0	          14
        3000	           2	           0	          14
        3001	           7	           1	          13
        3002	           1	           0	          13
        3003	           3	           0	          15
        3004	           0	           0	          14
        3005	           0	           0	          13
        3006	           1	           0	          13
        3007	           3	           0	          12
        3008	           2	           0	          12
        3009	           5	           1	          14
        3010	           2	           0	          15
        3011	           7	           0	          14
        3012	           1	           0	          13
        3013	           0	           0	          12
        3014	           3	           0	          12
        3015	           1	           1	          14
        3016	           0	           0	          11
        3017	           3	           0	          15
        3018	           3	           0	          13
        3019	           0	           1	          12
        3020	           0	           0	          13
        3021	           3	           0	          12
        3022	           2	           0	          12
        3023	           2	           0	          13
        3024	           4	           0	          16
        3025	           1	           1	          13
        3026	           0	           0	          13
        3027	           3	           0	          12
        3028	           0	           0	          14
        3029	           3	           0	          13
        3030	           5	           0	          13
        3031	           2	           0	          13
        3032	           3	           0	          12
        3033	           2	           0	          13
        3034	           3	           0	          12
        3035	           1	           0	          12
        3036	           1	           0	          13
        3037	           1	           0	          13
        3038	           3	           0	          15
        3039	           4	           0	          13
        3040	           4	           0	          15
        3041	           3	           0	          13
        3042	           0	           0	          12
        3043	           1	           0	          13
        3044	           1	           0	          14
        3045	           1	           0	          12
        3046	           3	           0	          15
        3047	           1	           0	          12
        3048	           0	           0	          13
        3049	           2	           0	          13
        3050	           0	           0	          12
        3051	           2	           0	          13
        3052	           1	           0	          14
        3053	           0	           0	          14
        3054	           0	           0	          12
        3055	           0	           0	          15
        3056	           0	           0	          13
        3057	           1	           2	          12
        3058	           3	           0	          12
        3059	           3	           0	          13
        3060	           0	           0	          13
        3061	           3	           0	          14
        3062	           1	           0	          13
        3063	           0	           0	          13
        3064	           0	           1	          12
        3065	           6	           0	          12
        3066	           1	           0	          13
        3067	           0	           0	          12
        3068	           0	           0	          13
        3069	           2	           0	          13
        3070	           3	           0	          14
        3071	           2	           0	          14
        3072	           0	           0	          14
        3073	           2	           0	          13
        3074	           7	           0	          14
        3075	           1	           0	          13
        3076	           2	           0	          12
        3077	           4	           0	          13
        3078	           2	           0	          13
        3079	           2	           0	          13
        3080	           1	           0	          13
        3081	           3	           0	          13
        3082	           1	           0	          13
        3083	           0	           0	          13
        3084	           3	           0	          13
        3085	           4	           0	          15
        3086	           2	           0	          13
        3087	           2	           0	          14
        3088	           1	           0	          11
        3089	           5	           0	          14
        3090	           1	           0	          12
        3091	           1	           0	          14
        3092	           4	           0	          13
        3093	           0	           0	          13
        3094	           3	           0	          12
        3095	           0	           0	          12
        3096	           1	           0	          12
        3097	           0	           0	          13
        3098	           0	           0	          14
        3099	           3	           0	          14
        3100	           2	           0	          15
        3101	           8	           0	          13
        3102	           2	           0	          14
        3103	           2	           0	          11
        3104	           0	           0	          14
        3105	           0	           0	          11
        3106	           0	           0	          13
        3107	           2	           0	          11
        3108	           3	           0	          15
        3109	           0	           0	          13
        3110	           0	           0	          10
        3111	           1	           0	          12
        3112	           5	           0	          14
        3113	           0	           0	          13
        3114	           2	           0	          12
        3115	           5	           0	          13
        3116	           5	           0	          13
        3117	           0	           0	          12
        3118	           5	           0	          13
        3119	           0	           1	          14
        3120	           3	           0	          14
        3121	           2	           0	          14
        3122	           0	           0	          12
        3123	           1	           0	          14
        3124	           1	           0	          14
        3125	           0	           0	          11
        3126	           0	           0	          15
        3127	           2	           0	          14
        3128	           6	           0	          13
        3129	           4	           0	          14
        3130	           2	           2	          15
        3131	           1	           0	          14
        3132	           2	           0	          12
        3133	           5	           0	          15
        3134	           0	           1	          12
        3135	           1	           0	          13
        3136	           1	           1	          14
        3137	           2	           0	          13
        3138	           1	           0	          11
        3139	           1	           0	          14
        3140	           2	           0	          14
        3141	           2	           0	          13
        3142	           0	           0	          12
        3143	           1	           0	          13
        3144	           2	           0	          14
        3145	           1	           0	          12
        3146	           2	           0	          14
        3147	           3	           0	          13
        3148	           0	           0	          13
        3149	           3	           0	          12
        3150	           2	           0	          12
        3151	           0	           0	          13
        3152	           1	           0	          13
        3153	           1	           1	          14
        3154	           4	           0	          12
        3155	           3	           0	          12
        3156	           0	           0	          12
        3157	           2	           0	          15
        3158	           1	           0	          14
        3159	           3	           0	          13
        3160	           3	           1	          14
        3161	           0	           0	          12
        3162	           2	           0	          11
        3163	           2	           0	          13
        3164	           0	           0	          12
        3165	           2	           0	          12
        3166	           3	           0	          12
        3167	           1	           0	          13
        3168	           2	           0	          13
        3169	           4	           0	          15
        3170	           1	           0	          13
        3171	           3	           0	          12
        3172	           4	           0	          13
        3173	           0	           0	          13
        3174	           2	           0	          15
        3175	           1	           0	          14
        3176	           5	           0	          13
        3177	           3	           0	          13
        3178	           5	           0	          11
        3179	           0	           0	          13
        3180	           2	           0	          15
        3181	           3	           0	          13
        3182	           5	           0	          11
        3183	           0	           0	          13
        3184	           5	           0	          13
        3185	           2	           0	          13
        3186	           1	           0	          14
        3187	           0	           0	          13
        3188	           5	           0	          13
        3189	           0	           0	          13
        3190	           1	           0	          12
        3191	           3	           0	          16
        3192	           1	           0	          15
        3193	           0	           0	          12
        3194	           1	           0	          15
        3195	           2	           0	          13
        3196	           3	           0	          14
        3197	           1	           0	          12
        3198	           0	           0	          13
        3199	           0	           0	          13
        3200	           2	           0	          13
        3201	           3	           0	          14
        3202	           1	           0	          12
        3203	           2	           0	          14
        3204	           7	           0	          14
        3205	           1	           0	          13
        3206	           1	           0	          14
        3207	           4	           0	          12
        3208	           1	           1	          13
        3209	           1	           0	          12
        3210	           1	           0	          14
        3211	           3	           0	          14
        3212	           0	           0	          12
        3213	           5	           0	          13
        3214	           1	           0	          13
        3215	           1	           0	          14
        3216	           0	           0	          12
        3217	           3	           0	          12
        3218	           3	           0	          14
        3219	           2	           0	          11
        3220	           3	           1	          13
        3221	           2	           0	          13
        3222	           1	           0	          14
        3223	           1	           1	          14
        3224	           4	           0	          14
        3225	           4	           0	          12
        3226	           2	           0	          15
        3227	           0	           0	          15
        3228	           3	           0	          13
        3229	           2	           0	          14
        3230	           1	           0	          14
        3231	           2	           0	          12
        3232	           3	           0	          12
        3233	           4	           0	          13
        3234	           1	           0	          13
        3235	           3	           0	          14
        3236	           0	           0	          13
        3237	           3	           0	          15
        3238	           0	           0	          13
        3239	           0	           0	          14
        3240	           2	           0	          14
        3241	           1	           0	          12
        3242	           5	           0	          14
        3243	           1	           0	          12
        3244	           5	           0	          15
        3245	           7	           0	          14
        3246	           7	           0	          15
        3247	           3	           0	          12
        3248	           0	           1	          12
        3249	           1	           0	          14
        3250	           0	           0	          14
        3251	           3	           0	          12
        3252	           2	           0	          11
        3253	           4	           0	          11
        3254	           2	           0	          16
        3255	           3	           0	          13
        3256	           2	           1	          14
        3257	           0	           0	          13
        3258	           3	           0	          15
        3259	           1	           0	          15
        3260	           2	           0	          14
        3261	           0	           0	          12
        3262	           2	           0	          16
        3263	           0	           0	          13
        3264	           5	           0	          15
        3265	           5	           0	          13
        3266	           1	           0	          16
        3267	           0	           0	          16
        3268	           1	           0	          12
        3269	           1	           0	          13
        3270	           4	           0	          13
        3271	           5	           0	          14
        3272	           2	           0	          14
        3273	           1	           0	          12
        3274	           1	           0	          15
        3275	           0	           0	          13
        3276	           0	           0	          12
        3277	           0	           1	          12
        3278	           5	           0	          14
        3279	           3	           0	          13
        3280	           3	           0	          13
        3281	           0	           0	          13
        3282	           3	           0	          12
        3283	           1	           1	          14
        3284	           2	           0	          12
        3285	           0	           0	          15
        3286	           3	           0	          14
        3287	           0	           0	          12
        3288	           2	           0	          13
        3289	           2	           0	          12
        3290	           3	           0	          15
        3291	           3	           0	          14
        3292	           0	           0	          14
        3293	           1	           0	          11
        3294	           0	           0	          12
        3295	           7	           1	          13
        3296	           2	           0	          14
        3297	           1	           0	          12
        3298	           1	           0	          14
        3299	           3	           0	          13
        3300	           3	           0	          13
        3301	           3	           0	          13
        3302	           0	           0	          13
        3303	           0	           0	          13
        3304	           2	           0	          15
        3305	           2	           0	          13
        3306	           2	           0	          12
        3307	           1	           0	          13
        3308	           3	           0	          15
        3309	           1	           0	          14
        3310	           1	           0	          14
        3311	           6	           0	          15
        3312	           1	           0	          12
        3313	           0	           0	          15
        3314	           4	           0	          14
        3315	           2	           0	          12
        3316	           4	           0	          12
        3317	           1	           0	          11
        3318	           2	           0	          12
        3319	           2	           0	          12
        3320	           1	           0	          12
        3321	           0	           0	          12
        3322	           1	           0	          14
        3323	           0	           0	          14
        3324	           5	           1	          13
        3325	           6	           0	          13
        3326	           2	           0	          13
        3327	           3	           0	          14
        3328	           0	           0	          14
        3329	           1	           0	          11
        3330	           2	           0	          13
        3331	           2	           0	          15
        3332	           5	           0	          12
        3333	           2	           0	          14
        3334	           4	           0	          13
        3335	           3	           0	          13
        3336	           2	           0	          14
        3337	           5	           0	          12
        3338	           2	           0	          15
        3339	           1	           0	          15
        3340	           0	           0	          12
        3341	           2	           0	          13
        3342	           4	           0	          16
        3343	           0	           0	          12
        3344	           1	           1	          15
        3345	           1	           0	          12
        3346	           0	           0	          13
        3347	           3	           0	          14
        3348	           4	           0	          13
        3349	           3	           0	          13
        3350	           2	           0	          14
        3351	           1	           0	          12
        3352	           1	           0	          12
        3353	           2	           0	          12
        3354	           7	           0	          14
        3355	           7	           0	          13
        3356	           4	           0	          14
        3357	           5	           0	          14
        3358	           1	           0	          13
        3359	           2	           0	          13
        3360	           3	           0	          15
        3361	           1	           0	          11
        3362	           2	           0	          16
        3363	           0	           0	          12
        3364	           0	           0	          13
        3365	           3	           0	          14
        3366	           0	           0	          13
        3367	           0	           0	          13
        3368	           1	           0	          13
        3369	           0	           0	          14
        3370	           3	           0	          13
        3371	           3	           0	          13
        3372	           1	           0	          12
        3373	           4	           0	          13
        3374	           2	           0	          11
        3375	           0	           0	          10
        3376	           6	           0	          14
        3377	           0	           0	          13
        3378	           3	           0	          14
        3379	           2	           0	          13
        3380	           2	           1	          14
        3381	           2	           0	          15
        3382	           0	           0	          13
        3383	           1	           0	          13
        3384	           0	           0	          13
        3385	           4	           0	          14
        3386	           0	           0	          12
        3387	           0	           0	          14
        3388	           3	           0	          14
        3389	           2	           0	          15
        3390	           0	           0	          11
        3391	           3	           0	          13
        3392	           5	           0	          13
        3393	           0	           0	          13
        3394	           3	           0	          12
        3395	           0	           0	          12
        3396	           2	           0	          15
        3397	           3	           0	          14
        3398	           0	           0	          11
        3399	           0	           0	          13
        3400	           1	           0	          12
        3401	           5	           0	          13
        3402	           1	           0	          11
        3403	           1	           0	          12
        3404	           3	           0	          14
        3405	           0	           0	          13
        3406	           0	           0	          12
        3407	           6	           0	          14
        3408	           2	           0	          14
        3409	           4	           0	          12
        3410	           3	           1	          13
        3411	           1	           0	          14
        3412	           2	           0	          13
        3413	          10	           0	          15
        3414	           0	           0	          14
        3415	           0	           0	          13
        3416	           4	           0	          12
        3417	           2	           0	          14
        3418	           3	           0	          14
        3419	           5	           0	          14
        3420	           2	           0	          14
        3421	           2	           0	          13
        3422	           0	           0	          11
        3423	           0	           0	          13
        3424	           3	           0	          15
        3425	           0	           0	          13
        3426	           1	           0	          13
        3427	           0	           0	          13
        3428	           0	           0	          14
        3429	           1	           0	          13
        3430	           2	           0	          14
        3431	           4	           0	          13
        3432	           1	           0	          13
        3433	           1	           0	          13
        3434	           1	           0	          12
        3435	           5	           0	          13
        3436	           0	           0	          11
        3437	           0	           0	          14
        3438	           4	           0	          12
        3439	           3	           0	          13
        3440	           4	           0	          13
        3441	           1	           0	          12
        3442	           0	           0	          12
        3443	           2	           0	          13
        3444	           1	           0	          10
        3445	           2	           0	          15
        3446	           0	           0	          15
        3447	           3	           0	          14
        3448	           1	           0	          13
        3449	           0	           0	          14
        3450	           2	           0	          13
        3451	           0	           0	          12
        3452	           5	           0	          13
        3453	           0	           0	          12
        3454	           5	           1	          12
        3455	           1	           1	          13
        3456	           1	           0	          13
        3457	           0	           0	          12
        3458	           0	           0	          11
        3459	           1	           0	          13
        3460	           0	           0	          13
        3461	           0	           0	          15
        3462	           0	           0	          11
        3463	           0	           1	          14
        3464	           0	           0	          12
        3465	           0	           0	          14
        3466	           1	           0	          12
        3467	           2	           0	          14
        3468	           4	           0	          13
        3469	           0	           0	          12
        3470	           0	           0	          13
        3471	           2	           0	          14
        3472	           1	           0	          15
        3473	           8	           0	          12
        3474	           2	           0	          13
        3475	           1	           0	          14
        3476	           1	           0	          12
        3477	           0	           0	          12
        3478	           5	           0	          15
        3479	           3	           0	          13
        3480	           0	           0	          11
        3481	           4	           0	          13
        3482	           0	           0	          13
        3483	           1	           0	          13
        3484	           5	           0	          15
        3485	           2	           0	          11
        3486	           5	           0	          13
        3487	           1	           0	          15
        3488	           4	           0	          14
        3489	           3	           0	          13
        3490	           0	           0	          13
        3491	           1	           0	          14
        3492	           3	           0	          15
        3493	           2	           0	          14
        3494	           2	           0	          12
        3495	           2	           0	          13
        3496	           2	           0	          12
        3497	           1	           0	          13
        3498	           6	           0	          13
        3499	           1	           0	          12
        3500	           2	           0	          13
        3501	           0	           0	          12
        3502	           3	           0	          14
        3503	           0	           0	          11
        3504	           0	           0	          13
        3505	           2	           1	          12
        3506	           4	           0	          14
        3507	           1	           1	          12
        3508	           1	           0	          11
        3509	           5	           0	          15
        3510	           0	           0	          13
        3511	           1	           0	          12
        3512	           4	           0	          14
        3513	           2	           0	          12
        3514	           0	           0	          12
        3515	           1	           0	          13
        3516	           3	           0	          11
        3517	           1	           0	          13
        3518	           0	           0	          13
        3519	           2	           0	          13
        3520	           1	           0	          14
        3521	           4	           0	          14
        3522	           1	           0	          13
        3523	           0	           0	          13
        3524	           1	           0	          13
        3525	           4	           0	          14
        3526	           1	           0	          15
        3527	           3	           0	          13
        3528	           3	           0	          13
        3529	           4	           0	          13
        3530	           2	           0	          14
        3531	           6	           0	          14
        3532	           1	           1	          13
        3533	           1	           1	          14
        3534	           3	           0	          13
        3535	           0	           0	          13
        3536	           2	           0	          15
        3537	           4	           0	          13
        3538	           1	           0	          13
        3539	           3	           0	          15
        3540	           3	           0	          12
        3541	           3	           0	          12
        3542	           1	           0	          13
        3543	           0	           0	          14
        3544	           1	           0	          13
        3545	           5	           0	          13
        3546	           1	           0	          13
        3547	           0	           0	          13
        3548	           3	           0	          13
        3549	           1	           0	          14
        3550	           0	           0	          11
        3551	           0	           0	          12
        3552	           3	           0	          12
        3553	           0	           0	          13
        3554	           3	           0	          12
        3555	           0	           0	          11
        3556	           0	           0	          12
        3557	           0	           0	          13
        3558	           2	           0	          11
        3559	           0	           0	          12
        3560	           0	           0	          12
        3561	           0	           0	          13
        3562	           3	           0	          14
        3563	           0	           0	          13
        3564	           4	           0	          14
        3565	           8	           0	          12
        3566	           1	           0	          12
        3567	           1	           0	          14
        3568	           3	           0	          14
        3569	           1	           0	          12
        3570	           4	           0	          14
        3571	           0	           0	          11
        3572	          10	           0	          15
        3573	           1	           0	          13
        3574	           3	           0	          12
        3575	           2	           0	          11
        3576	           1	           0	          12
        3577	           5	           0	          12
        3578	           5	           0	          13
        3579	           3	           0	          12
        3580	           6	           0	          12
        3581	           3	           0	          14
        3582	           1	           1	          14
        3583	           3	           0	          14
        3584	           1	           0	          12
        3585	           0	           0	          14
        3586	           0	           0	          11
        3587	           6	           0	          15
        3588	           4	           0	          13
        3589	           8	           0	          14
        3590	           0	           0	          13
        3591	           1	           0	          14
        3592	           1	           0	          13
        3593	           4	           0	          13
        3594	           1	           0	          13
        3595	           0	           0	          15
        3596	           0	           0	          12
        3597	           3	           0	          14
        3598	           3	           0	          15
        3599	           6	           0	          13
        3600	           1	           0	          14
        3601	           2	           0	          14
        3602	           1	           0	          12
        3603	           4	           0	          12
        3604	           1	           0	          13
        3605	           0	           0	          14
        3606	           0	           1	          11
        3607	           0	           0	          13
        3608	           1	           0	          12
        3609	           6	           1	          14
        3610	           5	           0	          12
        3611	           1	           0	          14
        3612	           0	           0	          13
        3613	           0	           0	          13
        3614	           0	           0	          13
        3615	           3	           1	          14
        3616	           6	           0	          14
        3617	           0	           0	          13
        3618	           4	           0	          13
        3619	           1	           0	          12
        3620	           0	           0	          13
        3621	           2	           0	          12
        3622	           3	           0	          13
        3623	           4	           0	          14
        3624	           2	           0	          13
        3625	           2	           0	          14
        3626	           1	           0	          12
        3627	           1	           0	          13
        3628	           1	           0	          13
        3629	           5	           0	          14
        3630	           0	           1	          12
        3631	           0	           0	          12
        3632	           1	           1	          12
        3633	           4	           0	          14
        3634	           3	           0	          12
        3635	           5	           0	          14
        3636	           2	           0	          13
        3637	           1	           0	          14
        3638	           1	           0	          13
        3639	           3	           0	          13
        3640	           5	           0	          13
        3641	           5	           0	          14
        3642	           3	           0	          13
        3643	           3	           0	          16
        3644	           0	           0	          13
        3645	           2	           0	          13
        3646	           0	           0	          13
        3647	           0	           0	          13
        3648	           4	           0	          13
        3649	           1	           0	          14
        3650	           1	           0	          15
        3651	           5	           0	          15
        3652	           3	           0	          13
        3653	           3	           0	          15
        3654	           3	           0	          12
        3655	           2	           0	          14
        3656	           2	           1	          13
        3657	           0	           0	          12
        3658	           1	           0	          12
        3659	           1	           0	          12
        3660	           0	           0	          13
        3661	           3	           0	          12
        3662	           2	           0	          13
        3663	           1	           0	          13
        3664	           0	           0	          12
        3665	           3	           0	          15
        3666	           2	           0	          14
        3667	           3	           1	          15
        3668	           2	           0	          14
        3669	           2	           0	          12
        3670	           1	           0	          13
        3671	           1	           0	          12
        3672	           1	           0	          13
        3673	           0	           0	          12
        3674	           0	           0	          13
        3675	           2	           0	          13
        3676	           0	           0	          14
        3677	           0	           0	          12
        3678	           1	           1	          14
        3679	           3	           0	          15
        3680	           1	           0	          15
        3681	           0	           0	          11
        3682	           2	           0	          14
        3683	           4	           0	          12
        3684	           0	           0	          13
        3685	           3	           0	          14
        3686	           1	           0	          11
        3687	           2	           0	          15
        3688	           1	           0	          14
        3689	          10	           0	          13
        3690	           3	           0	          13
        3691	           1	           0	          12
        3692	           2	           0	          14
        3693	           0	           0	          13
        3694	           1	           0	          14
        3695	           1	           0	          13
        3696	           3	           0	          12
        3697	           1	           1	          13
        3698	           3	           0	          12
        3699	           3	           0	          13
        3700	           0	           0	          12
        3701	           1	           0	          13
        3702	           2	           0	          13
        3703	           2	           0	          11
        3704	           0	           1	          13
        3705	           2	           1	          14
        3706	           3	           1	          13
        3707	           3	           0	          16
        3708	           2	           0	          12
        3709	           2	           1	          12
        3710	           0	           0	          14
        3711	           2	           0	          11
        3712	           0	           0	          11
        3713	           2	           0	          11
        3714	           2	           0	          13
        3715	           1	           0	          15
        3716	           1	           0	          13
        3717	           1	           0	          12
        3718	           6	           0	          11
        3719	           0	           0	          13
        3720	           1	           0	          13
        3721	           3	           0	          12
        3722	           4	           0	          13
        3723	           0	           1	          12
        3724	           3	           0	          14
        3725	           1	           0	          14
        3726	           0	           0	          13
        3727	           4	           0	          14
        3728	           0	           0	          13
        3729	           0	           0	          12
        3730	           3	           0	          12
        3731	           2	           0	          13
        3732	           1	           0	          14
        3733	           2	           0	          12
        3734	           2	           0	          14
        3735	           1	           0	          15
        3736	           0	           0	          12
        3737	           4	           0	          15
        3738	           0	           0	          12
        3739	           0	           0	          12
        3740	           1	           0	          12
        3741	           5	           0	          14
        3742	           5	           0	          13
        3743	           3	           0	          14
        3744	           3	           0	          14
        3745	           3	           0	          13
        3746	           1	           0	          13
        3747	           2	           0	          12
        3748	           1	           0	          13
        3749	           4	           0	          15
        3750	           3	           0	          14
        3751	           2	           0	          13
        3752	           2	           0	          15
        3753	           2	           0	          13
        3754	           4	           0	          16
        3755	           3	           0	          12
        3756	           1	           0	          14
        3757	           6	           0	          16
        3758	           1	           0	          13
        3759	           2	           0	          11
        3760	           3	           0	          13
        3761	           2	           0	          13
        3762	           1	           0	          11
        3763	           2	           0	          13
        3764	           0	           0	          13
        3765	           3	           0	          14
        3766	           2	           0	          11
        3767	           1	           0	          13
        3768	           3	           0	          14
        3769	           0	           2	          14
        3770	           5	           0	          15
        3771	           7	           1	          13
        3772	           3	           0	          14
        3773	           0	           0	          14
        3774	           1	           0	          12
        3775	           2	           0	          13
        3776	           2	           0	          16
        3777	           0	           0	          11
        3778	           1	           0	          14
        3779	           2	           0	          14
        3780	           0	           0	          11
        3781	           3	           0	          13
        3782	           7	           0	          12
        3783	           5	           0	          14
        3784	           0	           0	          12
        3785	           4	           0	          15
        3786	           1	           0	          13
        3787	           1	           0	          13
        3788	           1	           0	          13
        3789	           2	           0	          13
        3790	           5	           0	          13
        3791	           5	           0	          13
        3792	           0	           0	          13
        3793	           2	           0	          13
        3794	           3	           1	          13
        3795	           7	           0	          15
        3796	           1	           0	          15
        3797	           3	           0	          13
        3798	           3	           0	          13
        3799	           0	           0	          10
        3800	           5	           0	          13
        3801	           2	           0	          13
        3802	           1	           0	          13
        3803	           1	           0	          12
        3804	           2	           0	          12
        3805	           2	           0	          13
        3806	           7	           0	          16
        3807	           7	           0	          12
        3808	           2	           0	          13
        3809	           1	           0	          13
        3810	           0	           0	          11
        3811	           1	           0	          12
        3812	           4	           0	          14
        3813	           0	           0	          12
        3814	           2	           0	          13
        3815	           1	           0	          14
        3816	           1	           2	          13
        3817	           4	           0	          13
        3818	           1	           0	          14
        3819	           0	           0	          12
        3820	           4	           0	          13
        3821	           7	           0	          15
        3822	           0	           0	          12
        3823	           1	           0	          13
        3824	           2	           0	          13
        3825	           3	           0	          12
        3826	           0	           0	          12
        3827	           1	           0	          11
        3828	           0	           0	          13
        3829	           2	           0	          16
        3830	           0	           0	          13
        3831	           5	           0	          14
        3832	           0	           0	          13
        3833	           1	           0	          14
        3834	           1	           0	          13
        3835	           4	           0	          14
        3836	           1	           0	          13
        3837	           3	           0	          12
        3838	           0	           1	          11
        3839	           0	           0	          13
        3840	           2	           0	          16
        3841	           1	           0	          11
        3842	           2	           0	          11
        3843	           1	           0	          12
        3844	           0	           0	          12
        3845	           0	           0	          13
        3846	           1	           0	          14
        3847	           0	           0	          14
        3848	           0	           0	          13
        3849	           3	           1	          13
        3850	           1	           0	          12
        3851	           1	           0	          15
        3852	           1	           0	          12
        3853	           1	           0	          14
        3854	           0	           0	          10
        3855	           3	           0	          13
        3856	           0	           0	          13
        3857	           1	           0	          12
        3858	           1	           1	          12
        3859	           3	           0	          14
        3860	           2	           0	          13
        3861	           4	           0	          14
        3862	           1	           0	          11
        3863	           0	           0	          12
        3864	           3	           0	          12
        3865	           0	           0	          11
        3866	           0	           1	          12
        3867	           2	           0	          15
        3868	           3	           0	          14
        3869	           1	           0	          15
        3870	           0	           0	          13
        3871	           6	           0	          13
        3872	           5	           0	          14
        3873	           0	           0	          14
        3874	           3	           1	          14
        3875	           0	           0	          11
        3876	           3	           0	          15
        3877	           0	           0	          15
        3878	           2	           0	          12
        3879	           2	           0	          13
        3880	           0	           0	          13
        3881	           1	           0	          11
        3882	           1	           0	          13
        3883	           0	           0	          13
        3884	           0	           0	          14
        3885	           1	           0	          13
        3886	           4	           0	          12
        3887	           1	           0	          14
        3888	           3	           0	          10
        3889	           6	           0	          14
        3890	           1	           0	          14
        3891	           0	           0	          13
        3892	           2	           0	          12
        3893	           0	           0	          13
        3894	           3	           0	          12
        3895	           2	           0	          14
        3896	           0	           0	          12
        3897	           5	           0	          14
        3898	           1	           0	          11
        3899	           5	           0	          13
        3900	           1	           0	          12
        3901	           2	           0	          12
        3902	           2	           0	          14
        3903	           0	           0	          13
        3904	           0	           0	          13
        3905	           5	           0	          14
        3906	           8	           0	          13
        3907	           3	           1	          12
        3908	           1	           0	          13
        3909	           3	           0	          12
        3910	           4	           0	          13
        3911	           5	           0	          13
        3912	           3	           1	          11
        3913	           0	           0	          14
        3914	           0	           0	          12
        3915	           0	           0	          11
        3916	           1	           0	          14
        3917	           3	           0	          13
        3918	           0	           0	          12
        3919	           2	           0	          13
        3920	           1	           0	          14
        3921	           0	           0	          11
        3922	           1	           0	          13
        3923	          10	           0	          15
        3924	           4	           0	          14
        3925	           3	           0	          15
        3926	           2	           0	          13
        3927	           5	           1	          14
