   67.71653    	   67.71653    	   67.71653    
        5000
           1    32.40161        5.840825        41.46107    	           1
           2    4.514097        11.16029        21.11802    	           1
           3    21.57742        39.54571        60.02372    	           1
           4    61.66606        32.66730        52.09722    	           1
           5    62.47732        23.18620        7.256161    	           1
           6    32.26578        51.14539        28.63590    	           1
           7    59.52934        32.00324        36.87917    	           1
           8    20.61592        11.04474        18.93923    	           1
           9    5.334197        56.43151        17.29312    	           1
          10    11.57500        28.00080        9.790591    	           1
          11    17.26790        1.322033        37.59132    	           1
          12    3.471555        65.13825        11.47756    	           1
          13    14.80116        32.99517        15.74464    	           1
          14    47.06892        4.074211        19.01611    	           1
          15    53.82374        22.59174        28.93417    	           1
          16    18.53426        28.62203        30.42000    	           1
          17    65.30060        57.88781        65.02237    	           1
          18    49.41964        38.07629        60.82389    	           1
          19    63.05620        17.12290        23.70868    	           1
          20    12.26840        49.92067        36.56990    	           1
          21    58.13616        36.73504        53.89566    	           1
          22   0.9675285        37.84479        65.14479    	           1
          23    5.456420        30.88702        14.12083    	           1
          24    32.05928        26.17121        13.61640    	           1
          25    43.41998        48.05840        11.73140    	           1
          26    33.05288        23.34028        45.14982    	           1
          27    25.70038        55.32436        52.90638    	           1
          28    38.79286        44.08771        29.79006    	           1
          29    27.63801        34.40346        65.08246    	           1
          30    18.27734        9.329822        61.34677    	           1
          31    6.440199        18.96911        13.87402    	           1
          32    47.45738        43.75465        47.93083    	           1
          33    18.48380        13.27181        6.998374    	           1
          34    63.93810        53.34208        16.15926    	           1
          35    27.27751        11.11599        39.90562    	           1
          36    14.14806        45.47177        37.60906    	           1
          37    38.17488        6.568659        15.69619    	           1
          38    39.60723        55.85489        64.85265    	           1
          39    59.81939        60.44328        14.47663    	           1
          40    1.467886        28.95687        1.402672    	           1
          41    3.181685        23.86662        11.46823    	           1
          42    40.85097        36.77066        42.89251    	           1
          43    39.24184        26.46531        46.89936    	           1
          44    27.99009        38.96964        7.852117    	           1
          45    51.90863        12.11117        48.99389    	           1
          46    18.95239        44.90609       0.5215330    	           1
          47    5.709414        54.99261        61.35045    	           1
          48    7.960780        65.69216        15.97387    	           1
          49    57.07126        28.68761        52.21656    	           1
          50    47.07301        21.25410        59.70203    	           1
          51    40.59492        25.16449        17.42529    	           1
          52    48.77128        36.89724        29.79606    	           1
          53    18.30509        57.79403        26.39775    	           1
          54    6.531810        25.87681        35.26320    	           1
          55    50.10604        60.16902        35.60394    	           1
          56    2.625000        56.11303        6.297608    	           1
          57    34.42067        61.34032        24.71258    	           1
          58    18.40077        52.10482        54.15660    	           1
          59    52.01059        54.70661        7.604448    	           1
          60    33.65665        55.54239        37.10677    	           1
          61    19.59177        14.51281        12.95636    	           1
          62    6.285706        43.49910        32.92048    	           1
          63    33.99975        63.78754        28.32992    	           1
          64    42.42632        9.250535        13.60518    	           1
          65    48.87290        30.10943        41.63434    	           1
          66    64.83232        28.65494        17.66675    	           1
          67    29.95977        16.70790        35.69825    	           1
          68    26.37247        14.94966        31.26901    	           1
          69    32.58628        33.65223        67.52333    	           1
          70    18.49204        56.15544        40.64012    	           1
          71    46.48422        37.72412        10.76787    	           1
          72    56.32524        63.43122        56.77638    	           1
          73    18.50786        31.44120        62.52048    	           1
          74    56.50314        36.63290        47.53274    	           1
          75    33.95040        46.91449        28.85485    	           1
          76    4.245243        20.81051        3.966512    	           1
          77    6.951603        50.74535        27.37701    	           1
          78    4.827163        62.34095        31.81157    	           1
          79    18.57971        9.907102        42.19468    	           1
          80    57.37994        10.25579        51.99419    	           1
          81    49.82520        30.72149        6.858762    	           1
          82    43.01373        23.84255        50.63142    	           1
          83   0.6140198        47.36133        48.86050    	           1
          84    19.73826        24.33381        40.22189    	           1
          85    17.58537        60.48445        1.133734    	           1
          86    32.16315        67.12424        43.28857    	           1
          87    32.16383        63.89632        47.97084    	           1
          88    10.45458        1.763842        28.55863    	           1
          89    37.68102        28.09783        25.53233    	           1
          90    48.06950        5.808348        1.536182    	           1
          91    51.18599        49.86320        29.61624    	           1
          92    58.54293        42.38227        53.42416    	           1
          93    64.66603        56.68365        37.51736    	           1
          94    14.81971        40.01318        9.016426    	           1
          95    19.04585        28.69889        24.29381    	           1
          96    48.96045        23.98038        35.83071    	           1
          97    64.05267        26.29945        66.14645    	           1
          98    14.01059        11.17047        9.157741    	           1
          99    1.861939        57.43391        56.40233    	           1
         100    46.03958        46.30339        6.912080    	           1
         101    41.42147        38.61536        12.48468    	           1
         102    8.199622        16.79995        66.27361    	           1
         103    38.45218        10.61657        20.86110    	           1
         104    30.57941        2.938424        2.080188    	           1
         105    11.78692        6.687664        9.020853    	           1
         106    23.84071        7.644879        41.15429    	           1
         107    1.529607        63.83691        51.96620    	           1
         108    56.20814        20.36367        4.610020    	           1
         109    34.64140        41.59355        25.17103    	           1
         110    44.84990        40.68690        57.14032    	           1
         111    33.12993        12.52722        60.17967    	           1
         112    2.420937        38.97538        44.24288    	           1
         113    28.87020        39.84763        39.50331    	           1
         114    33.41172        24.30915        3.365300    	           1
